,Type,CompanyName,ServiceType,ServiceTypeDetail,ListDate,FiscalMonth,CEO,Location,CompanyCode
알파홀딩스,코스닥,알파홀딩스,반도체 제조업,시스템 반도체 개발,2010-09-17,12월,"김영선, 구희도",경기도,117670
포메탈,코스닥,포메탈,기타 금속 가공제품 제조업,"자동차,풍력,방위산업,산업기계,농기계등의 단조부품",2010-09-17,12월,오호석,충청남도,119500
KTcs,유가증권,KTcs,기타 정보 서비스업,전화번호검색 데이타제공/콜센터 운영,2010-09-16,12월,양승규,대전광역시,58850
다원시스,코스닥,다원시스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","핵융합 전원장치, 플라즈마 전원장치, 태양광 CVD 전원장치, 산업용 특수정류기",2010-09-14,12월,박선순,경기도,68240
현대홈쇼핑,유가증권,현대홈쇼핑,무점포 소매업,TV홈쇼핑 도소매/홈쇼핑프로그램 제작,2010-09-13,12월,"정교선,강찬석(각자 대표이사)",서울특별시,57050
씨젠,코스닥,씨젠,의료용품 및 기타 의약 관련제품 제조업,"호흡기성 병원체 검사제품, 성감염증원인균 검사제품",2010-09-10,12월,천종윤,서울특별시,96530
와이솔,코스닥,와이솔,전자부품 제조업,"SAW Filter, Wafer Chip, Duplexer",2010-09-10,12월,"김지호, 염상덕",경기도,122990
하이비젼시스템,코스닥,하이비젼시스템,사진장비 및 광학기기 제조업,카메라모듈 제조검사용 장비,2010-09-10,12월,최 두 원,경기도,126700
화신정공,코스닥,화신정공,자동차 신품 부품 제조업,자동차부품,2010-08-31,12월,정 서 진,경상북도,126640
코리아에프티,코스닥,코리아에프티,자동차 신품 부품 제조업,"캐니스터,플라스틱필러넥,의장부품",2010-08-27,12월,오원석,경기도,123410
도화엔지니어링,유가증권,도화엔지니어링,"건축기술, 엔지니어링 및 관련 기술 서비스업","토목설계,건축설계,종합감리전문업,종합기술용역,엔지니어링",2010-08-12,12월,"김영윤, 박승우, 노진명, 곽준상",서울특별시,2150
엠에스오토텍,코스닥,엠에스오토텍,자동차 신품 부품 제조업,자동차 차체 부품,2010-08-06,12월,"이태규, 고창현",경상북도,123040
이글루시큐리티,코스닥,이글루시큐리티,기타 정보 서비스업,"통합보안관리솔루션, 보안관제서비스",2010-08-04,12월,이득춘,서울특별시,67920
대성산업,유가증권,대성산업,연료 소매업,"주요소운영,기계판매 등",2010-07-30,12월,"김영대, 지관(각자대표)",서울특별시,128820
아이마켓코리아,유가증권,아이마켓코리아,상품 종합 도매업,B2B 전자상거래,2010-07-30,12월,남인봉,서울특별시,122900
한미약품,유가증권,한미약품,의약품 제조업,의약품,2010-07-30,12월,"우종수, 권세창",경기도,128940
인터로조,코스닥,인터로조,사진장비 및 광학기기 제조업,"콘텍트렌즈(소프트렌즈, 원데이렌즈, 하드렌즈 등)",2010-07-28,12월,노시철,경기도,119610
하이텍팜,코스닥,하이텍팜,기타 전문 도매업,주사제용 무균 원료의약품(Sterile Imipenem 외),2010-07-28,12월,김정수,충청북도,106190
우진,유가증권,우진,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",원전용계측기,2010-07-26,12월,"이성범, 이재상 각자대표",경기도,105840
크루셜텍,코스닥,크루셜텍,전자부품 제조업,"옵티컬트랙패드, LED플래시모듈, PL Lens",2010-07-21,12월,안건준,경기도,114120
무학,유가증권,무학,알코올음료 제조업,소주,2010-07-20,12월,"최재호, 이수능 (각자 대표이사)",경상남도,33920
에스디시스템,코스닥,에스디시스템,전자부품 제조업,"요금징수시스템, 지능형교통시스템,하이패스단말기",2010-07-16,12월,박봉용,경기도,121890
알톤스포츠,코스닥,알톤스포츠,그외 기타 운송장비 제조업,"운송장비,부품,자전거외",2010-07-02,12월,김신성,경기도,123750
웅진에너지,유가증권,웅진에너지,반도체 제조업,"태양전지원료(잉곳),태양전지용웨이퍼 제조/전기공사/신재생에너지 사업",2010-06-30,12월,신종진,대전광역시,103130
유비벨록스,코스닥,유비벨록스,소프트웨어 개발 및 공급업,"모바일플랫폼 및 모바일솔루션, 스마트카드 등",2010-06-18,12월,이흥복,서울특별시,89850
지와이커머스,코스닥,지와이커머스,기타 정보 서비스업,"B2B 전자결제, B2B 공동구매",2010-06-18,12월,최종판,서울특별시,111820
오르비텍,코스닥,오르비텍,기타 과학기술 서비스업,"방사선안전관리, 항공기 정밀부품 제조 등",2010-06-15,12월,"각자대표
(강상원, 권동혁)",서울특별시,46120
이연제약,유가증권,이연제약,의약품 제조업,"항생제,순환기제",2010-06-10,12월,"정순옥, 유용환 (각자 대표이사)",서울특별시,102460
한솔시큐어,코스닥,한솔시큐어,소프트웨어 개발 및 공급업,"USIM카드, 금융카드",2010-06-09,12월,박상준,서울특별시,70300
실리콘웍스,코스닥,실리콘웍스,반도체 제조업,"LDI, T-Con, PMIC, EPD-IC 등",2010-06-08,12월,손보익,대전광역시,108320
투비소프트,코스닥,투비소프트,소프트웨어 개발 및 공급업,"MiPlatform, X Platform",2010-06-01,12월,조강희,서울특별시,79970
한국화장품,유가증권,한국화장품,생활용품 도매업,화장품,2010-06-01,12월,이용준,서울특별시,123690
에스제이엠,유가증권,에스제이엠,자동차 신품 부품 제조업,자동차및산업용Bellows,2010-05-31,12월,김휘중 (단독 대표이사),경기도,123700
인피니트헬스케어,코스닥,인피니트헬스케어,소프트웨어 개발 및 공급업,의료영상저장전송시스템(PACS),2010-05-26,12월,"홍기태,김동욱",서울특별시,71200
모바일리더,코스닥,모바일리더,소프트웨어 개발 및 공급업,"Sync  솔루션, 멀티미디어 솔루션",2010-05-25,12월,정 정 기,서울특별시,100030
서진오토모티브,코스닥,서진오토모티브,자동차 신품 부품 제조업,"Clutch,Flywheel,Driveplate,Bearing,ATparts",2010-05-25,12월,이명구,경기도,122690
한라홀딩스,유가증권,한라홀딩스,기타 금융업,지주회사 및 경영컨설팅 서비스업,2010-05-19,12월,"홍석화, 최경선",경기도,60980
삼성생명,유가증권,삼성생명,보험업,"생명보험,부동산 임대",2010-05-12,12월,현성철,서울특별시,32830
신세계푸드,유가증권,신세계푸드,음식점업,"단체급식, 식자재유통, 외식",2010-04-29,12월,"김운아, 성열기(각자대표)",서울특별시,31440
이스트아시아홀딩스,코스닥,이스트아시아홀딩스,기타 금융업,"스포츠화, 스포츠의류",2010-04-23,12월,"정강위, 정소영",홍콩,900110
뉴프라이드,코스닥,뉴프라이드,자동차 부품 및 내장품 판매업,인터모달 신생 및 재생타이어,2010-04-21,12월,Kenneth K. Lee,미국,900100
케이씨에스,코스닥,케이씨에스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터시스템 통합 구축 및 철도 도로 교통인프라,2010-04-14,12월,이호성,경상북도,115500
씨케이에이치,코스닥,씨케이에이치,기타 금융업,건강보조식품,2010-03-31,06월,린진성,케이맨 제도,900120
지트리비앤티,코스닥,지트리비앤티,전자부품 제조업,"임베디드 GUI 미들웨어 FXUI-2D, FXUI-3D",2010-03-26,12월,양원석,경기도,115450
삼기오토모티브,코스닥,삼기오토모티브,자동차 신품 부품 제조업,자동차부품,2010-03-19,12월,"김남곤, 김치환",경기도,122350
한화생명,유가증권,한화생명,보험업,생명보험,2010-03-17,12월,"차남규, 여승주",서울특별시,88350
이미지스,코스닥,이미지스,반도체 제조업,"터치스크린칩, 햅틱칩",2010-02-26,12월,김정철,경기도,115610
조선선재,유가증권,조선선재,기타 금속 가공제품 제조업,용접재료,2010-02-19,12월,장원영,경상북도,120030
인포바인,코스닥,인포바인,전기 통신업,"휴대폰인증서보관서비스(UBIKey), 유선전화결제서비스(Vinepay)",2010-02-09,12월,권 성 준,서울특별시,115310
지투하이소닉,코스닥,지투하이소닉,전자부품 제조업,휴대폰 카메라용 Auto Focus Actuator,2010-02-09,12월,김중일,경기도,106080
모베이스,코스닥,모베이스,통신 및 방송 장비 제조업,휴대전화 케이스,2010-02-04,12월,"손병준, 김낙순",경기도,101330
지스마트글로벌,코스닥,지스마트글로벌,반도체 제조업,CMOS 이미지센서,2010-02-04,12월,이주석,서울특별시,114570
코오롱인더,유가증권,코오롱인더,화학섬유 제조업,"산업자재, 화학, 필름",2010-02-01,12월,장희구,서울특별시,120110
KC코트렐,유가증권,KC코트렐,일반 목적용 기계 제조업,전기집진기 등,2010-01-29,12월,서동영,서울특별시,119650
지역난방공사,유가증권,지역난방공사,"증기, 냉·온수 및 공기조절 공급업","집단에너지공급 및 전기,증기 생산,판매",2010-01-29,12월,황창화,경기도,71320
락앤락,유가증권,락앤락,플라스틱제품 제조업,플라스틱 밀폐용기,2010-01-28,12월,김성훈,충청남도,115390
스타플렉스,코스닥,스타플렉스,플라스틱제품 제조업,"광고용 플렉스(조명용, 비조명용)",2010-01-27,12월,김세권,충청북도,115570
우리넷,코스닥,우리넷,통신 및 방송 장비 제조업,"광전송장비(MSPP), 교환장비(AGW)",2010-01-27,12월,"김광수,유의진",경기도,115440
아세아텍,코스닥,아세아텍,특수 목적용 기계 제조업,"농기계(관리기,SS기, 이앙기) 제조",2010-01-26,06월,김신길,대구광역시,50860
영흥철강,유가증권,영흥철강,1차 철강 제조업,와이어로프 등,2010-01-25,12월,"한재열, 최영민 (각자대표이사)",충청남도,12160
우노앤컴퍼니,코스닥,우노앤컴퍼니,화학섬유 제조업,"PVC가발사, 난연고열사",2010-01-15,12월,김종천,전라북도,114630
코디,코스닥,코디,기타 화학제품 제조업,"LCD 검사부품(프로브유니트), LED 검사부품(프로브카드)",2010-01-05,12월,김종원,경기도,80530
우리들휴브레인,유가증권,우리들휴브레인,기계장비 및 관련 물품 도매업,의료기기 도매,2009-12-30,12월,신범용,경기도,118000
글로벌에스엠,코스닥,글로벌에스엠,기타 금융업,"자회사 제품 : IT기기용 정밀 화스너부품(스크류, 샤프트, 스프링)",2009-12-23,12월,나윤복,케이맨 제도,900070
ITX엠투엠,코스닥,ITX엠투엠,영상 및 음향기기 제조업,"DVR,유선통신기기 제조,무역/소프트웨어 자문,연구개발,기술용역",2009-12-22,12월,박상열,서울특별시,99520
KPX생명과학,코스닥,KPX생명과학,기초 의약물질 및 생물학적 제제 제조업,의약품 중간체 등,2009-12-22,12월,양준영,전라남도,114450
동양피엔에프,코스닥,동양피엔에프,일반 목적용 기계 제조업,뉴메틱 컨베잉 시스템(분체이송시스템),2009-12-22,12월,조좌진,서울특별시,104460
멜파스,코스닥,멜파스,전자부품 제조업,"터치센서 칩, 터치스크린 모듈, 터치키 모듈 제조",2009-12-18,12월,민동진,경기도,96640
위메이드,코스닥,위메이드,소프트웨어 개발 및 공급업,미르의전설2,2009-12-18,12월,장현국,경기도,112040
한전기술,유가증권,한전기술,"건축기술, 엔지니어링 및 관련 기술 서비스업",원자력발전소 설계 등,2009-12-14,12월,이배수,경상북도,52690
셀바스AI,코스닥,셀바스AI,소프트웨어 개발 및 공급업,"필기 인식, 전자 사전, 모바일 OCR 소프트웨어 등",2009-12-10,12월,"곽민철, 김경남(각자대표)",서울특별시,108860
에스앤씨엔진그룹,코스닥,에스앤씨엔진그룹,기타 금융업,"오토바이, 제초기, 자동차기어",2009-12-04,12월,천진산,홍콩,900080
이원컴포텍,코스닥,이원컴포텍,자동차 신품 부품 제조업,에어서스펜션 시트/일반고정형 시트/스프링서스펜션 시트,2009-12-01,12월,류일주,전라북도,88290
웰크론강원,코스닥,웰크론강원,"구조용 금속제품, 탱크 및 증기발생기 제조업",플랜트설비(산업용 보일러),2009-11-20,12월,"이영규, 손기태(각자 대표이사)",경기도,114190
GKL,유가증권,GKL,유원지 및 기타 오락관련 서비스업,카지노,2009-11-19,12월,유태열,서울특별시,114090
휴맥스,코스닥,휴맥스,영상 및 음향기기 제조업,셋톱박스,2009-11-16,12월,김태훈,경기도,115160
에이프로젠 H&G,코스닥,에이프로젠 H&G,기타 전문 도매업,"차량용블루투스핸즈프리스피커폰, 가로동/보안등 어시스템, 모바일게임 퍼블리싱, 바이오의약품 연구개발업 및 판매, 생산설비 및 연구장비의 대여 및 판매",2009-11-13,12월,김재섭,경기도,109960
SK,유가증권,SK,기타 금융업,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",2009-11-11,12월,"최태원, 장동현",서울특별시,34730
동방선기,코스닥,동방선기,선박 및 보트 건조업,선박용 배관 등,2009-11-10,12월,"김성호, 홍존근(각자 대표이사)",경상남도,99410
상상인인더스트리,코스닥,상상인인더스트리,특수 목적용 기계 제조업,"선박용 크레인,선박구성부품,선박의장품,철구조물 제조/철판 도매/부동산 임대",2009-11-06,12월,김동원,경상남도,101000
진매트릭스,코스닥,진매트릭스,자연과학 및 공학 연구개발업,"B형간염치료제 내성진단,C형간염바이러스 유전형진단, 자궁경부암유발바이러스 유전형진단",2009-11-06,12월,김수옥,경기도,109820
황금에스티,유가증권,황금에스티,1차 비철금속 제조업,"스테인레스 냉연, 열연",2009-10-29,12월,김종현,경기도,32560
